age,Other,Savings,Diamond Bank,EcoBank,FCMB,Fidelity Bank,First Bank,GT Bank,Heritage Bank,Keystone Bank,Skye Bank,Stanbic IBTC,Standard Chartered,Sterling Bank,UBA,Union Bank,Unity Bank,Wema Bank,Zenith Bank,Not known,Permanent,Retired,Self-Employed,Student,Unemployed,loanamount,totaldue,termdays,totalamountreturn,interestrate,loannumberprevious,loanamountprevious,totaldueprevious,termdaysprevious,datediffsecondsprevious,Cluster
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,250000000,287500000.0,30,37500000.0,13.043478260869565,3.5,166666666.66666666,198166666.66666663,27.5,3746.6666666666665,1
37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,3612.5,1
41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,3613.5,1
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,2.5,100000000.0,130000000.0,30.0,3638.0,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000,24500.0,30,4500.0,18.367346938775512,3.0,140000000.0,162500000.0,18.0,3619.8,1
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,3609.5,1
36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,3.0,140000000.0,176000000.0,30.0,3615.8,1
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,400000000,440000000.0,30,40000000.0,9.090909090909092,7.0,253846153.84615383,285076923.0769231,23.07692307692308,3618.076923076923,1
41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3609.0,1
29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.5,100000000.0,122500000.0,22.5,3634.5,0
39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500000000,575000000.0,90,75000000.0,13.043478260869565,6.5,277500000.0,317333333.3333333,33.75,3619.5,2
36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3609.0,1
39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3608.0,1
53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,4.0,200000000.0,240857142.85714287,34.285714285714285,3613.0,1
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000,222500000.0,15,22500000.0,10.112359550561797,2.0,100000000.0,125000000.0,25.0,3606.6666666666665,0
32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3606.0,1
40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,400000000,440000000.0,30,40000000.0,9.090909090909092,5.5,240000000.0,279150000.0,28.5,3610.9,1
35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,115000000.0,15.0,3668.0,1
35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3671.0,1
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3673.0,1
35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,5.0,155555555.55555555,191444444.44444445,30.0,3616.777777777778,1
37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,1.5,100000000.0,115000000.0,15.0,3636.5,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,122500000.0,22.5,3614.5,1
35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3609.0,0
30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,3607.5,1
57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,4.0,121428571.42857143,144267857.14285713,21.428571428571427,3609.571428571429,1
34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,8308.0,5
30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3613.0,0
37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000,24500.0,30,4500.0,18.367346938775512,2.0,100000000.0,125000000.0,25.0,3608.6666666666665,1
36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000,22250.0,15,2250.0,10.112359550561797,2.5,125000000.0,144375000.0,18.75,3608.5,0
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,2.0,100000000.0,125000000.0,25.0,3610.0,1
50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000,23000.0,30,3000.0,13.043478260869565,2.0,133333333.33333331,168333333.33333334,30.0,3612.3333333333335,1
34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,3.0,160000000.0,179500000.0,15.0,3608.6,1
36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,400000000,440000000.0,30,40000000.0,9.090909090909092,6.0,227272727.27272728,257636363.63636363,23.181818181818183,5884.0,5
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3668.0,0
36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,3.0,140000000.0,175000000.0,30.0,3615.6,1
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,1.5,100000000.0,115000000.0,15.0,3636.0,0
34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,4.5,125000000.0,155937500.0,28.125,3614.875,1
29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000,220000000.0,30,20000000.0,9.090909090909092,5.5,220000000.0,257050000.0,31.5,3612.6,1
38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3610.0,1
48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3608.0,1
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,3611.0,1
42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,390000000.0,60,90000000.0,23.07692307692308,3.0,180000000.0,208500000.0,21.0,3609.0,3
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,1.5,100000000.0,127500000.0,30.0,3609.0,1
42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,2.0,100000000.0,115000000.0,15.0,3609.6666666666665,0
55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3608.0,1
33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3607.0,1
35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3668.0,1
42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,200000000,222500000.0,15,22500000.0,10.112359550561797,2.0,100000000.0,115000000.0,15.0,4295.0,0
35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3607.0,1
39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3611.0,1
37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3607.0,0
46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3673.0,0
42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3614.0,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3668.0,1
37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3670.0,1
50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,4.5,162500000.0,186875000.0,18.75,3607.375,1
42,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,390000000.0,60,90000000.0,23.07692307692308,4.5,162500000.0,189750000.0,22.5,3608.75,3
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3668.0,0
32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,3637.0,1
40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3607.0,0
34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3606.0,1
54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,2.0,100000000.0,130000000.0,30.0,3612.0,1
39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,2.0,100000000.0,125000000.0,25.0,3608.6666666666665,0
32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3619.0,1
42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,3.5,191666666.66666663,216708333.3333333,20.0,3617.3333333333335,1
38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,115000000.0,15.0,3670.0,1
35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,1.5,100000000.0,130000000.0,30.0,3613.5,1
31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,3.0,120000000.0,138800000.0,18.0,3613.0,0
27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,400000000,440000000.0,30,40000000.0,9.090909090909092,6.5,258333333.3333333,307625000.0,40.0,3611.6666666666665,1
30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000,24500.0,30,4500.0,18.367346938775512,3.0,140000000.0,170000000.0,24.0,3612.6,1
47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,122500000.0,22.5,3610.0,1
37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,400000000,440000000.0,30,40000000.0,9.090909090909092,5.0,233333333.3333333,276000000.0,33.333333333333336,3617.3333333333335,1
48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15000,17250.0,30,2250.0,13.043478260869565,4.0,100000000.0,125285714.28571428,30.0,3615.571428571429,1
27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,400000000,480000000.0,60,80000000.0,16.666666666666664,4.5,231250000.0,276062500.0,37.5,3617.375,3
37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,390000000.0,60,90000000.0,23.07692307692308,3.0,160000000.0,203600000.0,36.0,3611.2,3
37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3668.0,0
37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150000000,172500000.0,30,22500000.0,13.043478260869565,3.5,191666666.66666663,222125000.0,22.5,3614.0,1
39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,2.0,133333333.33333331,163333333.33333334,25.0,3608.3333333333335,1
46,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,2.5,125000000.0,155000000.0,26.25,4069.0,1
28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,400000000,480000000.0,60,80000000.0,16.666666666666664,4.5,175000000.0,219187500.0,37.5,3610.375,3
33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,4.0,114285714.28571428,129857142.85714284,15.0,3617.142857142857,0
46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000,24500.0,30,4500.0,18.367346938775512,2.0,100000000.0,115000000.0,15.0,3610.0,1
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.5,100000000.0,130000000.0,30.0,3609.0,0
29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3610.0,1
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3608.0,1
32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,130000000.0,30.0,3615.0,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3607.0,1
48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,4.0,171428571.42857143,196642857.14285716,19.285714285714285,3615.714285714286,1
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,130000000.0,30.0,3674.0,0
39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,4447.0,4
37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,3608.5,1
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,115000000.0,15.0,3668.0,1
38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,400000000,440000000.0,30,40000000.0,9.090909090909092,5.0,177777777.7777778,206666666.66666663,25.0,3616.222222222222,1
39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,3.0,160000000.0,191600000.0,24.0,3607.4,1
38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3614.0,1
26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200000000,240000000.0,30,40000000.0,16.666666666666664,2.0,133333333.33333331,166666666.66666666,30.0,3608.0,1
29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3668.0,0
37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3668.0,1
41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,11500.0,15,1500.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3610.0,0
29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,127500000.0,30.0,3637.0,1
36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,330000000.0,30,30000000.0,9.090909090909092,6.5,250000000.0,299500000.0,40.0,3716.1666666666665,1
32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.5,100000000.0,115000000.0,15.0,3609.0,0
41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,115000000.0,15.0,3668.0,1
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20000,24500.0,30,4500.0,18.367346938775512,2.0,100000000.0,130000000.0,30.0,3608.0,1
40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000,22250.0,15,2250.0,10.112359550561797,2.5,150000000.0,180000000.0,22.5,3623.5,0
46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,400000000,440000000.0,30,40000000.0,9.090909090909092,8.0,196666666.66666663,228566666.66666663,26.0,3609.4,1
37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,13000.0,30,3000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3608.0,1
36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.0,100000000.0,115000000.0,15.0,3608.0,0
43,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,122500000.0,22.5,3606.5,1
38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30000,34500.0,30,4500.0,13.043478260869565,3.5,150000000.0,173750000.0,20.0,3617.5,1
38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,115000000.0,15.0,3667.0,1
36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.5,100000000.0,130000000.0,30.0,3637.5,1
44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3669.0,1
34,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,2.0,100000000.0,115000000.0,15.0,3610.0,0
37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000,222500000.0,15,22500000.0,10.112359550561797,2.5,125000000.0,151250000.0,22.5,3828.5,0
35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,4.0,185714285.7142857,220750000.0,30.0,3618.571428571429,1
32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,4.5,137500000.0,157000000.0,18.75,3610.625,1
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30000,34500.0,30,4500.0,13.043478260869565,5.0,188888888.8888889,222222222.2222222,26.666666666666668,3616.777777777778,1
40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,3.5,150000000.0,182500000.0,25.0,3611.8333333333335,1
43,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,2.0,100000000.0,130000000.0,30.0,3610.3333333333335,1
30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,115000000.0,15.0,3668.0,1
40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,3.0,120000000.0,141000000.0,18.0,3607.8,0
27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,130000000.0,30,30000000.0,23.07692307692308,1.0,100000000.0,130000000.0,30.0,3668.0,1
33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300000000,345000000.0,30,45000000.0,13.043478260869565,4.0,185714285.7142857,213642857.14285716,21.428571428571427,3618.0,1
41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,400000000,440000000.0,30,40000000.0,9.090909090909092,7.5,264285714.2857143,303428571.4285714,28.928571428571427,3610.0,1
42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40000,44000.0,30,4000.0,9.090909090909092,7.0,292307692.3076923,330653846.15384614,26.53846153846154,3619.3846153846152,1
37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,400000000,440000000.0,30,40000000.0,9.090909090909092,6.0,236363636.3636364,266636363.63636363,23.181818181818183,3610.0,1
39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000000,245000000.0,30,45000000.0,18.367346938775512,2.5,125000000.0,155000000.0,26.25,3609.5,1
36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000000,115000000.0,15,15000000.0,13.043478260869565,1.5,100000000.0,115000000.0,15.0,3636.5,0
